question,scratch,answer
Kelly has 20 nintendo games and 70 sony games. How many nintendo games does she need to give away so that she will have 12 nintendo games left? Equation: <equation> 20 - 12</equation> ,<scratch>Subtracting 12 from 20 at digit level;  20 >= 12;  Borrow: 0; 20 - 12 = 8. move one place left; 0 remains 0; final result: 8.</scratch>,8
Julia played tag with 11 kids on monday. She played tag with 12 kids on tuesday. How many more kids did she play with on tuesday than on monday? Equation: <equation> 12 - 11</equation> ,<scratch>Subtracting 11 from 12 at digit level;  12 >= 11;  Borrow: 0; 12 - 11 = 1. move one place left; 2 remains 2; final result: 1.</scratch>,1
Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans. How many more bags did she have on monday than she found on the next day? Equation: <equation> 8 - 7</equation> ,<scratch>Subtracting 7 from 8 at digit level;  8 >= 7;  Borrow: 0; 8 - 7 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Because of the decision Sofia asked the students to suggest specific types of food. 457 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 63 more students suggested adding mashed potatoes than those that suggested bacon How many students suggested bacon? Equation: <equation> 457 - 63</equation> ,<scratch>Subtracting 63 from 457 at digit level;  45 >= 6;  Borrow: 1; 45 - 6 = 39. move one place left; 7 remains 7; Subtracting 1 from 7 at digit level;  7 >= 1;  Borrow: 0; 7 - 1 = 6. move one place left; 3 remains 3; final result: 396.</scratch>,396
5 storks and 3 birds were sitting on the fence. 4 more birds came to join them. How many more birds than storks are sitting on the fence? Equation: <equation> 7 - 5</equation> ,<scratch>Adding 3 and 4 at digit level;  3 + 4 = 7. move one place left; 0 remains 0; Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left? Equation: <equation> 22 - 15</equation> ,<scratch>Subtracting 15 from 22 at digit level;  22 >= 15;  Borrow: 0; 22 - 15 = 7. move one place left; 2 remains 2; final result: 7.</scratch>,7
Mary is baking a cake. The recipe calls for 9 cups of flour and 5 cups of sugar. She already put in 3 cups of flour and 62 cups of sugar. How many more cups of flour does she need to add? Equation: <equation> 9 - 3</equation> ,<scratch>Subtracting 3 from 9 at digit level;  9 >= 3;  Borrow: 0; 9 - 3 = 6. move one place left; 3 remains 3; final result: 6.</scratch>,6
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series? Equation: <equation> 10 - 8</equation> ,<scratch>Subtracting 8 from 10 at digit level;  10 >= 8;  Borrow: 0; 10 - 8 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets left How many tickets did Dave use to buy toys? Equation: <equation> 7 - 2</equation> ,<scratch>Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
Every day Ryan spends 7 hours on learning english and some more hours on learning chinese. If he spends 2 hours more on learning english than on learning chinese How many hours does he spend on learning chinese? Equation: <equation> 7 - 2</equation> ,<scratch>Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
Jake has 7 fewer peaches than Steven and 8 more peaches than Jill. Steven has 17 peaches. How many peaches does Jill have? Equation: <equation> 17.0 - -1.0</equation>,<scratch>Subtracting -1 from 17 at digit level;  17 >= -1;  Borrow: 0; 17 - -1 = 18. move one place left; 7 remains 7; final result: 18.</scratch>,18
2 red peaches, 6 yellow peaches and 14 green peaches are in the basket. How many more green peaches than yellow peaches are in the basket? Equation: <equation> 14 - 6</equation> ,<scratch>Subtracting 6 from 14 at digit level;  14 >= 6;  Borrow: 0; 14 - 6 = 8. move one place left; 4 remains 4; final result: 8.</scratch>,8
Every day Ryan spends a total of 3 hours on learning english and chinese. If he spends 2 hours on learning english everyday How many hours does he spend on learning chinese? Equation: <equation> 3 - 2</equation> ,<scratch>Subtracting 2 from 3 at digit level;  3 >= 2;  Borrow: 0; 3 - 2 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Bobby ate 38 pieces of candy. Then he ate 36 more. He also ate 16 pieces of chocolate. How many more pieces of candy than chocolate did Bobby eat? Equation: <equation> 74 - 16</equation> ,<scratch>Adding 38 and 36 at digit level;  38 + 36 = 74. move one place left; 0 remains 0; Subtracting 16 from 74 at digit level;  74 >= 16;  Borrow: 0; 74 - 16 = 58. move one place left; 4 remains 4; final result: 58.</scratch>,58
A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customers How many customers left? Equation: <equation> 8 - 5</equation> ,<scratch>Subtracting 5 from 8 at digit level;  8 >= 5;  Borrow: 0; 8 - 5 = 3. move one place left; 5 remains 5; final result: 3.</scratch>,3
Jake has 3 fewer peaches and 4 more apples than Steven. Steven has 19 apples and 15 peaches. How many more apples than peaches does Steven have? Equation: <equation> 19 - 15</equation> ,<scratch>Subtracting 15 from 19 at digit level;  19 >= 15;  Borrow: 0; 19 - 15 = 4. move one place left; 1 remains 1; final result: 4.</scratch>,4
Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. How many more hours does he spend on learning chinese than he does on learning english? Equation: <equation> 7 - 6</equation> ,<scratch>Subtracting 6 from 7 at digit level;  7 >= 6;  Borrow: 0; 7 - 6 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
Paco had 28 cookies. He ate some of them and had 7 cookies left. How many cookies did Paco eat? Equation: <equation> 28 - 7</equation> ,<scratch>Subtracting 7 from 28 at digit level;  28 >= 7;  Borrow: 0; 28 - 7 = 21. move one place left; 8 remains 8; final result: 21.</scratch>,21
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate? Equation: <equation> 36 - 2</equation> ,<scratch>Subtracting 2 from 36 at digit level;  36 >= 2;  Borrow: 0; 36 - 2 = 34. move one place left; 6 remains 6; final result: 34.</scratch>,34
Mary is baking a cake. The recipe calls for 12 cups of flour 14 cups of sugar and 7 cups of salt. She already put in 2 cups of flour. How many more cups of flour than cups of salt does she need to add now? Equation: <equation> 12.0 - -5.0</equation>,<scratch>Subtracting -5 from 12 at digit level;  12 >= -5;  Borrow: 0; 12 - -5 = 17. move one place left; 2 remains 2; final result: 17.</scratch>,17
There were 15 roses in the vase. Jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 17 roses in the vase. How many more roses did she cut than those she threw away? Equation: <equation> 17 - 15</equation> ,<scratch>Subtracting 15 from 17 at digit level;  17 >= 15;  Borrow: 0; 17 - 15 = 2. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 7 remains 7; final result: 2.</scratch>,2
Last week Fred had 49 dollars and Jason had 3 dollars. Fred washed cars over the weekend and now has 112 dollars. Jason delivered newspapers and now has 63 dollars. How much money did Jason earn by delivering newspapers? Equation: <equation> 63 - 3</equation> ,<scratch>Subtracting 3 from 6 at digit level;  6 >= 3;  Borrow: 0; 6 - 3 = 3. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 6 remains 6; final result: 60.</scratch>,60
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have? Equation: <equation> 16 - 7</equation> ,<scratch>Subtracting 7 from 16 at digit level;  16 >= 7;  Borrow: 0; 16 - 7 = 9. move one place left; 6 remains 6; final result: 9.</scratch>,9
46 campers went rowing on a day. 43 campers went rowing in the morning and some more campers went rowing in the afternoon. How many campers went rowing in the afternoon? Equation: <equation> 46 - 43</equation> ,<scratch>Subtracting 43 from 46 at digit level;  46 >= 43;  Borrow: 0; 46 - 43 = 3. move one place left; 6 remains 6; final result: 3.</scratch>,3
A book has 2 chapters. The second chapter is 36 pages long. If there are a total of 67 pages in the book How many pages are in the first chapter? Equation: <equation> 67 - 36</equation> ,<scratch>Subtracting 36 from 67 at digit level;  67 >= 36;  Borrow: 0; 67 - 36 = 31. move one place left; 7 remains 7; final result: 31.</scratch>,31
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friends How many extra invitations will she need to buy? Equation: <equation> 9 - 6</equation> ,<scratch>Adding 2 and 3 at digit level;  2 >= 3;  Borrow: 0; 2 + 3 = 5. move one place left; 0 remains 0; Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
Zachary did 15 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 9 push-ups less than David. How many more push-ups did Zachary do than John? Equation: <equation> 39 - 9</equation> ,<scratch>Subtracting 9 from 39 at digit level;  39 >= 9;  Borrow: 0; 39 - 9 = 30. move one place left; 9 remains 9; final result: 30.</scratch>,30
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose? Equation: <equation> 19 - 2</equation> ,<scratch>Subtracting 2 from 19 at digit level;  19 >= 2;  Borrow: 0; 19 - 2 = 17. move one place left; 2 remains 2; final result: 17.</scratch>,17
Paul had 95 pens and 153 books. After selling some books and pens in a garage sale he had 13 books and 23 pens left. How many books did he sell in the garage sale? Equation: <equation> 153 - 13</equation> ,<scratch>Subtracting 13 from 153 at digit level;  15 >= 13;  Borrow: 0; 15 - 13 = 2. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 5 remains 5; final result: 140.</scratch>,140
Danny collects bottle caps. He threw away 54 of the old ones at the park while he found 48 bottle caps new ones. Now he has 52 bottle caps in his collection. How many more bottle caps did danny throw away than those he found at the park? Equation: <equation> 54 - 48</equation> ,<scratch>Subtracting 48 from 54 at digit level;  54 >= 48;  Borrow: 0; 54 - 48 = 6. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 5 remains 5; final result: 6.</scratch>,6
The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog. How much did they jump altogether? Equation: <equation> 70 - 4</equation> ,<scratch>Adding 35 to 4 at digit level;  35 >= 4;  Borrow: 0; 35 + 4 = 39. move one place left; 4 remains 4; Adding 0 to 4 at digit level;  4 >= 0;  Borrow: 0; 4 + 0 = 4. move one place left; 39 remains 39; final result: 73.</scratch>,73
Paul got a box of 110 crayons for his birthday. During the school year he gave 90 crayons to his friends while he lost 412 crayons. How many more crayons did he lose than those he gave to his friends? Equation: <equation> 412 - 90</equation> ,<scratch>Subtracting 90 from 412 at digit level;  412 >= 90;  Borrow: 0; 412 - 90 = 322. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 1 remains 1; final result: 322.</scratch>,322
In a school there are 569 girls and 236 boys. How many more girls than boys does the school have? Equation: <equation> 569 - 236</equation> ,<scratch>Subtracting 236 from 569 at digit level;  5 >= 2;  Borrow: 1; 5 - 2 = 3. move one place left; 6 remains 6; Subtracting 6 from 3 at digit level;  3 >= 6;  Borrow: 1; 3 - 6 = -3. move one place left; 6 remains 6; final result: 333.</scratch>,333
The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now How many more people can join the wheel? Equation: <equation> 84 - 16</equation> ,<scratch>Multiplying 6 by 14 at digit level;  6 * 14 = 84. move one place left; 0 remains 0; final result: 84.</scratch>,84
After Olivia visited a supermarket there were 29 dollars left. If there were 54 dollars in her wallet initially How much did she spend? Equation: <equation> 54 - 29</equation> ,<scratch>Subtracting 29 from 54 at digit level;  5 >= 4;  Borrow: 1; 5 - 4 = 1. move one place left; 4 remains 4; Subtracting 1 from 9 at digit level;  9 >= 1;  Borrow: 0; 9 - 1 = 8. move one place left; 4 remains 4; final result: 25.</scratch>,25
Haley grew 20 trees in her backyard. After a typhoon 4 trees were left. How many trees died in the typhoon? Equation: <equation> 20 - 4</equation> ,<scratch>Subtracting 4 from 20 at digit level;  20 >= 4;  Borrow: 0; 20 - 4 = 16. move one place left; 0 remains 0; final result: 16.</scratch>,16
Jake has 7 fewer peaches than Steven who has 14 more peaches than Jill. Steven has 15 peaches. How many peaches does Jake have? Equation: <equation> 15 - 7</equation> ,<scratch>Subtracting 7 from 15 at digit level;  15 >= 7;  Borrow: 0; 15 - 7 = 8. move one place left; 5 remains 5; final result: 8.</scratch>,8
Paul had 51 books and 106 pens. After selling some books and pens in a garage sale he had 82 books and 14 pens left. How many pens did he sell in the garage sale? Equation: <equation> 106 - 14</equation> ,<scratch>Subtracting 14 from 106 at digit level;  10 >= 14;  Borrow: 0; 10 - 14 = 6. move one place left; 6 remains 6; final result: 92.</scratch>,92
