question;model_answer;answer
Solve this problem: Asha has to buy some gifts but has no money. She decides to borrow $20 from her brother, $40 from her father, $30 from her mother and is gifted $70 by her granny. She adds this to her savings of $100 and goes out to Target to get what she wanted. If she spent 3/4 of the money, how much money did she remain with?;25  Let me explain: Asha borrowed $20 + $40 + $30 + $70 = $160. She had $100 + $160 = $260. She spent 3 / 4 * $260 = $195. She remained with $260 - $195 = $65. ;65
Solve this problem: Greta received 10 more letters in the mail than her brother. Greta's mother received twice the total number of letters Greta and her brother received. Calculate the total number of letters the three received if Greta's brother received 40 letters.;140  Let me explain: Greta received 40 + 10 = 50 letters. Greta and her brother received 50 + 40 = 90 letters. Greta's mother received 90 * 2 = 180 letters. The total number of letters the three received is 90 + 180 = 270. ;270
Solve this problem: Toby is dining out with his friend. They each order a cheeseburger for $3.65. He gets a milkshake for $2 and his friend gets a coke for $1. They split a large fries that cost $4. His friend also gets three cookies that cost $.5 each. The tax is $.2. They agree to split the bill. If Toby arrived with $15, how much change is he bringing home?;4.2;7
Solve this problem: Cassandra collected 5000 pennies for the charity drive. James collected 276 fewer pennies. How many pennies did they donate to charity?;5276;9724
Solve this problem: Johnny buys 15 packs of colored pencils for his class. Each pack has a red, yellow, and green pencil inside. When he gets home he notices that 3 of the packs have two extra red pencils inside. How many red colored pencils did Johnny buy?;45;21
Solve this problem: Randy had 32 biscuits. His father gave him 13 biscuits as a gift. His mother gave him 15 biscuits. Randy’s brother ate 20 of these biscuits. How many biscuits are Randy left with?;30;40
Solve this problem: Five people are planning a party. Sonja will buy a loaf of French bread ($3 a loaf) and a platter of cold cuts ($23). Barbara will buy the soda ($1 per person) and two boxes of crackers ($2 per box). Mario and Rick will split the cost of two packages of Cheese Doodles ($3 per package). Danica will supply a package of paper plates for $4. How much more will Sonja spend than the rest of the office put together?;10  Let me explain: Barbara will buy 5 * $1 = $5 worth of soda. Mario and Rick will buy 2 * $3 = $6 worth of Cheese Doodles. Danica will buy $4 worth of paper plates. So the rest of the office will spend $5 + $6 + $4 = $15. Sonja will spend $3 + $23 = $26. So Sonja will spend $26 - $15 = $11 more than the rest of the office. ;7
Solve this problem: Mcgregor and Floyd were assigned 89 books to read for the week. If Mcgregor was able to finish 34 while Floyd was able to finish 32, how many books do they still have to read?;23;23
Solve this problem: Last month, you borrowed $100 from your friend. If you promise to pay her today, how much will you give to your friend if both of you agreed to return the money with a 10% increase?;110;110
Solve this problem: There are 50 marbles in a box which has a mixture of white, red and blue marbles. There were originally 20 white marbles and an equal number of red and blue marbles. Jack removes a number of marbles equal to double the difference between the number of white marbles and the number of blue marbles. How many marbles are left in the box?;30  Let me explain: The number of red marbles is 20 / 2 = 10. The number of blue marbles is 20 - 10 = 10. The difference between the number of white marbles and the number of blue marbles is 20 - 10 = 10. Jack removes 10 * 2 = 20 marbles. The number of marbles left in the box is 50 - 20 = 30. ;40
Solve this problem: Vince owns a hair salon and he earns $18 per head. His monthly expenses are $280 for rent and electricity and 20% of his earnings are allocated for recreation and relaxation. He will save the rest. How much does he save if he serves 80 customers a month?;1040  Let me explain: He earns 80 x $18 = $1440. He spends 20 / 100 x $1440 = $288 on recreation and relaxation. He saves $1440 - $288 - $280 = $1040. ;872
Solve this problem: Jamie knows that once she has any more than 32 ounces of liquid she has to use the bathroom, and her teacher said that no one can use the bathroom during the math test. She remembers that she had a cup of milk at lunch and a pint of grape juice at recess. How many ounces can she drink from her water bottle during the test before she'd have to go to the bathroom? (A cup equals 8 ounces and a pint equals 16 ounces.);16;8
Solve this problem: Adah practiced the cello for a total of 7.5 hours last week. He practiced for 86 minutes on each of 2 days. How many minutes in total did he practice on the other days?;1080  Let me explain: Adah practiced for 2 * 86 = 172 minutes on 2 days. So he practiced for 7.5 hours - 172 minutes = 1080 minutes on the other days. ;278
Solve this problem: Mary bought 14 apples, 9 oranges, and 6 blueberries. Mary ate 1 of each. How many fruits in total does she have left?;28;26
Solve this problem: Fatima has a piece of cloth that is 100 square inches big. She has decided to cut the cloth in half. She plans on keeping half and donating the other half. If she does this 2 times, then how much cloth will she have donated?;50;75
Solve this problem: Toby’s father gave him $343 for passing the test. Toby decided to share it with his two brothers, so he gave each of them 1/7 of $343. How many dollars are left for Toby?;180;245
Solve this problem: There are 48 passengers on the bus. Two-thirds of the passengers are women and the rest are men.  If one-eighth of the men are standing, how many men are seated?;32;14
Solve this problem: To upgrade her kitchen, Amanda is changing out the doorknobs/pulls.  She’s replacing 18 cabinet knobs, which cost $2.50 each and 8 drawer pulls which cost $4.00.  How much will the kitchen upgrade cost her?;104  Let me explain: The cabinet knobs will cost 18 * $2.50 = $45.00. The drawer pulls will cost 8 * $4.00 = $32.00. So the total cost will be $45.00 + $32.00 = $77.00. ;77
Solve this problem: Zach is saving his money to buy a brand new bike that costs $100.  His weekly allowance is $5.  His parent will pay him an extra $10 to mow the lawn.  His neighbor will pay him $7 per hour to babysit their son.  He has already saved up $65.  He'll receive his allowance on Friday and he's planning on babysitting for 2 hours this Saturday after he mows the lawn.  How much more money does Zach need to earn before he can buy the bike?;15;6
Solve this problem: The news announced a $0.4 oil price rollback this Friday. Mr. Deane decided to only fill his gas tank with 10 liters of gas today and then another 25 liters on Friday. If the cost per liter of gas is $1.4 today, how much will Mr. Deane spend for his 35 liters of gas?;51  Let me explain: Mr. Deane will spend 10 * 1.4 = $14 for 10 liters of gas today. After the rollback, the cost per liter of gas will be 1.4 - 0.4 = $1.0. So, Mr. Deane will spend 25 * 1.0 = $25 for 25 liters of gas on Friday. In total, Mr. Deane will spend 14 + 25 = $39 for his 35 liters of gas. ;39
Solve this problem: Phill had some friends over for pizza.  He opens the pizza box and discovers it hasn't been sliced.  Phill cuts the pizza in half, and then cuts both halves in half, and then cuts each slice in half again.  Phill then passes out 1 slice to 3 of his friends and 2 slices to 2 of his friends.  How many slices of pizza are left for Phill?;1  Let me explain: Phill starts with 1 pizza.  He cuts it in half, so he has 2 slices.  He cuts each slice in half, so he has 2 * 2 = 4 slices.  He passes out 1 slice to 3 friends, so he has 4 - 3 = 1 slice left.  He passes out 2 slices to 2 friends, so he has 1 - 2 = -1 slices left.  Since you can't have negative slices of pizza, Phill has 0 slices left.  However, he passes out 1 slice to himself, so he has 0 + 1 = 1 slice left. ;1
Solve this problem: Marky owns a computer accessory shop. For this month, half of their sales are wireless mice, one-fourth are optical mice, and the rest are trackball mice. If Marky's shop was able to sell a total of 80 mice, how many of them are trackball mice?;20  Let me explain: Half of the sales are wireless mice, so 80 / 2 = 40 mice are wireless. One - fourth of the sales are optical mice, so 80 / 4 = 20 mice are optical. The total number of mice that are not wireless or optical is 80 - 40 - 20 = 20 mice. ;20
Solve this problem: Dana has 15 more pencils than Jayden, who has twice as much as Marcus. How many more pencils does Dana have than Marcus, if Jayden has 20 pencils?;45;25
Solve this problem: Tom plays an online trading card game.  His deck has 19 rare cards, 11 uncommon, and 30 commons.  The rare cards cost $1, the uncommon are $.50, and the commons are $.25 each.  How much did his deck cost?;60  Let me explain: The rare cards cost 19 * $1 = $19. The uncommon cards cost 11 * $.50 = $5.50. The common cards cost 30 * $.25 = $7.50. So the total cost of the deck is $19 + $5.50 + $7.50 = $60. ;32
Solve this problem: At the beginning of the day, Principal Kumar instructed Harold to raise the flag up the flagpole.  The flagpole is 60 feet long, and when fully raised, the flag sits on the very top of the flagpole.  Later that morning, Vice-principal Zizi instructed Harold to lower the flag to half-mast.  So, Harold lowered the flag halfway down the pole.   Later, Principal Kumar told Harold to raise the flag to the top of the pole once again, and Harold did just that.  At the end of the day, Vice-principal Zizi instructed Harold to completely lower the flag, take it off of the pole, and put it away for the evening.  Over the course of the day, how far, in feet, had the flag moved up and down the pole?;120;180
