question,scratch,answer
There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read? The word problem can be solved by subtracting 16 from 19.  ,<scratch>To subtract 16 from 19, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
5 storks and 3 birds were sitting on the fence. 4 more birds came to join them. How many more birds than storks are sitting on the fence? The word problem can be solved by subtracting 5 from 7.  ,<scratch>To subtract 5 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 5 gives 2. After subtracting all digits, we get the difference, which is 02. </scratch>,2
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left? The word problem can be solved by subtracting 15 from 22.  ,<scratch>To subtract 15 from 22, we can think of it as subtracting the digits in each place value. Subtracting 5 and 2 gives 3. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 07. </scratch>,7
Mary is baking a cake. The recipe calls for 9 cups of flour and 5 cups of sugar. She already put in 3 cups of flour and 62 cups of sugar. How many more cups of flour does she need to add? The word problem can be solved by subtracting 3 from 9.  ,<scratch>To subtract 3 from 9, we can think of it as subtracting the digits in each place value. Subtracting 9 and 3 gives 6. Subtracting 0 and 0 gives 0. After subtracting all digits, we get the difference, which is 06. </scratch>,6
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series? The word problem can be solved by subtracting 8 from 10.  ,<scratch>To subtract 8 from 10, we can think of it as subtracting the digits in each place value. Subtracting 0 and 8 gives 2. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 02. </scratch>,2
At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets left How many tickets did Dave use to buy toys? The word problem can be solved by subtracting 2 from 7.  ,<scratch>To subtract 2 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 2 gives 5. After subtracting all digits, we get the difference, which is 05. </scratch>,5
Every day Ryan spends 7 hours on learning english and some more hours on learning chinese. If he spends 2 hours more on learning english than on learning chinese How many hours does he spend on learning chinese? The word problem can be solved by subtracting 2 from 7.  ,<scratch>To subtract 2 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 2 gives 5. After subtracting all digits, we get the difference, which is 05. </scratch>,5
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
2 red peaches, 6 yellow peaches and 14 green peaches are in the basket. How many more green peaches than yellow peaches are in the basket? The word problem can be solved by subtracting 6 from 14.  ,<scratch>To subtract 6 from 14, we can think of it as subtracting the digits in each place value. Subtracting 4 and 6 gives 8. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 08. </scratch>,8
Every day Ryan spends a total of 3 hours on learning english and chinese. If he spends 2 hours on learning english everyday How many hours does he spend on learning chinese? The word problem can be solved by subtracting 2 from 3.  ,<scratch>To subtract 2 from 3, we can think of it as subtracting the digits in each place value. Subtracting 3 and 2 gives 1. After subtracting all digits, we get the difference, which is 1. </scratch>,1
Bobby ate 38 pieces of candy. Then he ate 36 more. He also ate 16 pieces of chocolate. How many more pieces of candy than chocolate did Bobby eat? The word problem can be solved by subtracting 16 from 74.  ,<scratch>To subtract 16 from 74, we can think of it as subtracting the digits in each place value. Subtracting 4 and 6 gives 8. Subtracting 7 and 1 gives 6. After subtracting all digits, we get the difference, which is 58. </scratch>,58
A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customers How many customers left? The word problem can be solved by subtracting 5 from 8.  ,<scratch>To subtract 5 from 8, we can think of it as subtracting the digits in each place value. Subtracting 8 and 5 gives 3. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Jake has 3 fewer peaches and 4 more apples than Steven. Steven has 19 apples and 15 peaches. How many more apples than peaches does Steven have? The word problem can be solved by subtracting 15 from 19.  ,<scratch>To subtract 15 from 19, we can think of it as subtracting the digits in each place value. Subtracting 9 and 5 gives 4. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 04. </scratch>,4
Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. How many more hours does he spend on learning chinese than he does on learning english? The word problem can be solved by subtracting 6 from 7.  ,<scratch>To subtract 6 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 6 gives 1. After subtracting all digits, we get the difference, which is 1.</scratch>,1
Paco had 28 cookies. He ate some of them and had 7 cookies left. How many cookies did Paco eat? The word problem can be solved by subtracting 7 from 28.  ,<scratch>To subtract 7 from 28, we can think of it as subtracting the digits in each place value. Subtracting 8 and 7 gives 1. Subtracting 2 and 0 gives 2. After subtracting all digits, we get the difference, which is 21. </scratch>,21
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate? The word problem can be solved by subtracting 2 from 36.  ,<scratch>To subtract 2 from 36, we can think of it as subtracting the digits in each place value. Subtracting 6 and 2 gives 4. Subtracting 3 and 0 gives 3. After subtracting all digits, we get the difference, which is 34. </scratch>,34
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
There were 15 roses in the vase. Jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 17 roses in the vase. How many more roses did she cut than those she threw away? The word problem can be solved by subtracting 15 from 17.  ,<scratch>To subtract 15 from 17, we can think of it as subtracting the digits in each place value. Subtracting 7 and 5 gives 2. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 02. </scratch>,2
Last week Fred had 49 dollars and Jason had 3 dollars. Fred washed cars over the weekend and now has 112 dollars. Jason delivered newspapers and now has 63 dollars. How much money did Jason earn by delivering newspapers? The word problem can be solved by subtracting 3 from 63.  ,<scratch>To subtract 3 from 63, we can think of it as subtracting the digits in each place value. Subtracting 3 and 0 gives 6. Subtracting 6 and 3 gives 3. After subtracting all digits, we get the difference, which is 60. </scratch>,57
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have? The word problem can be solved by subtracting 7 from 16.  ,<scratch>To subtract 7 from 16, we can think of it as subtracting the digits in each place value. Subtracting 6 and 7 gives 9. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 09. </scratch>,9
46 campers went rowing on a day. 43 campers went rowing in the morning and some more campers went rowing in the afternoon. How many campers went rowing in the afternoon? The word problem can be solved by subtracting 43 from 46.  ,<scratch>To subtract 43 from 46, we can think of it as subtracting the digits in each place value. Subtracting 6 and 3 gives 3. Subtracting 4 and 4 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
A book has 2 chapters. The second chapter is 36 pages long. If there are a total of 67 pages in the book How many pages are in the first chapter? The word problem can be solved by subtracting 36 from 67.  ,<scratch>To subtract 36 from 67, we can think of it as subtracting the digits in each place value. Subtracting 7 and 6 gives 1. Subtracting 6 and 3 gives 3. After subtracting all digits, we get the difference, which is 31. </scratch>,31
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friends How many extra invitations will she need to buy? The word problem can be solved by subtracting 6 from 9.  ,<scratch>To subtract 6 from 9, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 0 and 0 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
